# macsyfinder 2.0
# models : CONJScan-2.0.1-2.0.1
# /usr/local/bin/macsyfinder --sequence-db /pasteur/zeus/projets/p00/galaxy-prod/galaxy-dist/database/files/008/995/dataset_8995892.dat --db-type ordered_replicon --replicon-topology circular --models-dir /pasteur/zeus/projets/p00/galaxy-prod/galaxy-dist/tool-data/macsyfinder_data --models CONJScan-2.0.1/Plasmids all --worker 1 --out-dir output_dir
# Rejected candidates found:
candidate_id	replicon	model_fqn	cluster_id	hit_id	hit_pos	gene_name	function	reasons
UserReplicon_T4SS_typeFA_3	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFA	c12	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_tcpA	The quorum of genes required (5) is not reached: 3
UserReplicon_T4SS_typeFA_3	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFA	c12	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (5) is not reached: 3

UserReplicon_T4SS_typeFATA_4	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFATA	c14	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (4) is not reached: 3
UserReplicon_T4SS_typeFATA_4	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFATA	c14	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (4) is not reached: 3
UserReplicon_T4SS_typeFATA_4	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFATA	c14	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (4) is not reached: 3
UserReplicon_T4SS_typeFATA_4	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFATA	c14	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_t4cp1	The quorum of genes required (4) is not reached: 3
UserReplicon_T4SS_typeFATA_4	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeFATA	c14	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (4) is not reached: 3

UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000011.1_8	8	T4SS_T_virB1	T4SS_T_virB1	The quorum of genes required (6) is not reached: 4
UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (6) is not reached: 4
UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (6) is not reached: 4
UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (6) is not reached: 4
UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_t4cp1	The quorum of genes required (6) is not reached: 4
UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000009.1_54	120	T4SS_G_tfc7	T4SS_G_tfc7	The quorum of genes required (6) is not reached: 4
UserReplicon_T4SS_typeG_5	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeG	c16	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (6) is not reached: 4

UserReplicon_T4SS_typeI_6	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeI	c18	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (6) is not reached: 3
UserReplicon_T4SS_typeI_6	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeI	c18	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (6) is not reached: 3
UserReplicon_T4SS_typeI_6	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeI	c18	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (6) is not reached: 3
UserReplicon_T4SS_typeI_6	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeI	c18	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_t4cp1	The quorum of genes required (6) is not reached: 3
UserReplicon_T4SS_typeI_6	UserReplicon	CONJScan-2.0.1/Plasmids/T4SS_typeI	c18	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (6) is not reached: 3

UserReplicon_dCONJ_typeB_7	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeB	c22	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBV	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeB_7	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeB	c22	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBV	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeB_7	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeB	c22	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBV	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeB_7	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeB	c22	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_virb4	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeB_7	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeB	c22	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (3) is not reached: 2

UserReplicon_dCONJ_typeC_8	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeC	c24	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeC_8	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeC	c24	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeC_8	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeC	c24	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeC_8	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeC	c24	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_virb4	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeC_8	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeC	c24	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (3) is not reached: 2

UserReplicon_dCONJ_typeFA_9	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFA	c28	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (4) is not reached: 2
UserReplicon_dCONJ_typeFA_9	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFA	c28	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (4) is not reached: 2
UserReplicon_dCONJ_typeFA_9	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFA	c28	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (4) is not reached: 2
UserReplicon_dCONJ_typeFA_9	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFA	c28	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_virb4	The quorum of genes required (4) is not reached: 2
UserReplicon_dCONJ_typeFA_9	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFA	c28	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (4) is not reached: 2

UserReplicon_dCONJ_typeFATA_10	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFATA	c30	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeFATA_10	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFATA	c30	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeFATA_10	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFATA	c30	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeFATA_10	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFATA	c30	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_virb4	The quorum of genes required (3) is not reached: 2
UserReplicon_dCONJ_typeFATA_10	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeFATA	c30	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (3) is not reached: 2

UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000011.1_8	8	T4SS_T_virB1	T4SS_T_virB1	The quorum of genes required (5) is not reached: 3
UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (5) is not reached: 3
UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (5) is not reached: 3
UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (5) is not reached: 3
UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_virb4	The quorum of genes required (5) is not reached: 3
UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000009.1_54	120	T4SS_G_tfc7	T4SS_G_tfc7	The quorum of genes required (5) is not reached: 3
UserReplicon_dCONJ_typeG_11	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeG	c32	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (5) is not reached: 3

UserReplicon_dCONJ_typeI_12	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeI	c34	NZ_JACANE010000014.1_1	44	T4SS_MOBQ	T4SS_MOBB	The quorum of genes required (5) is not reached: 2
UserReplicon_dCONJ_typeI_12	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeI	c34	NZ_JACANE010000027.1_3	64	T4SS_MOBP1	T4SS_MOBB	The quorum of genes required (5) is not reached: 2
UserReplicon_dCONJ_typeI_12	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeI	c34	NZ_JACANE010000009.1_51	117	T4SS_MOBH	T4SS_MOBB	The quorum of genes required (5) is not reached: 2
UserReplicon_dCONJ_typeI_12	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeI	c34	NZ_JACANE010000009.1_52	118	T4SS_t4cp2	T4SS_virb4	The quorum of genes required (5) is not reached: 2
UserReplicon_dCONJ_typeI_12	UserReplicon	CONJScan-2.0.1/Plasmids/dCONJ_typeI	c34	NZ_JACANE010000009.1_63	129	T4SS_virb4	T4SS_virb4	The quorum of genes required (5) is not reached: 2

