gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NZ_CP012359.1|provirus_342725_366191_343	357519	358292	774	1	0.506	11	AGxAGG/AGGxGG	GENOMAD.146414.VP	7.915e-49	177	0	0	0	2561	Caudoviricetes	NA	NA	PF03374;COG3646;TIGR02681	Phage regulatory protein Rha
NZ_CP012359.1|provirus_342725_366191_344	358289	358432	144	1	0.486	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_CP012359.1|provirus_342725_366191_345	358487	359068	582	1	0.452	11	AGxAGG/AGGxGG	GENOMAD.193080.VP	8.524e-14	72	0	0	0	2561	Caudoviricetes	NA	NA	PF07764;TIGR04563;COG4710	MXAN_4361/MXAN_4362 family small protein
NZ_CP012359.1|provirus_342725_366191_346	359065	359739	675	1	0.550	11	GGAGG	GENOMAD.120801.VV	2.252e-39	148	0	0	1	2561	Caudoviricetes	NA	NA	PF06992	Replication protein P
NZ_CP012359.1|provirus_342725_366191_347	359736	359972	237	1	0.515	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_CP012359.1|provirus_342725_366191_348	359969	361171	1203	1	0.510	11	GGAG/GAGG	GENOMAD.159247.VP	8.322e-31	129	0	0	0	2561	Caudoviricetes	NA	NA	PF06926	NA
NZ_CP012359.1|provirus_342725_366191_349	361256	361549	294	1	0.548	11	GGAG/GAGG	GENOMAD.093981.VV	6.357e-08	51	0	0	1	2561	Caudoviricetes	NA	NA	PF15777;TIGR03655;COG1996	Tryptophan RNA-binding attenuator protein inhibitory protein
NZ_CP012359.1|provirus_342725_366191_350	361536	361742	207	1	0.488	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_CP012359.1|provirus_342725_366191_351	361739	362086	348	1	0.509	11	AGGAG	GENOMAD.096069.VV	5.93e-32	121	0	0	0	2561	Caudoviricetes	NA	NA	PF05866;K01160;COG4570	Holliday junction resolvase RusA (prophage-encoded endonuclease)
NZ_CP012359.1|provirus_342725_366191_352	362086	362595	510	1	0.447	11	GGAG/GAGG	GENOMAD.078371.VV	1.725e-16	79	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
NZ_CP012359.1|provirus_342725_366191_353	362598	363746	1149	1	0.346	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_CP012359.1|provirus_342725_366191_354	364205	364381	177	1	0.480	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_CP012359.1|provirus_342725_366191_355	364374	364682	309	1	0.479	11	GGA/GAG/AGG	GENOMAD.223795.VP	4.203e-14	69	0	0	0	2561	Caudoviricetes	NA	NA	PF13395	HNH endonuclease
NZ_CP012359.1|provirus_342725_366191_356	364840	365370	531	1	0.397	11	GGxGG	GENOMAD.065230.VV	1.434e-22	97	0	0	1	2561	Caudoviricetes	NA	NA	PF03592;COG3728;K07474;TIGR00721	Phage terminase, small subunit
NZ_CP012359.1|provirus_342725_366191_357	365367	366191	825	1	0.427	11	GGxGG	GENOMAD.151235.VP	6.627e-79	265	0	0	1	2561	Caudoviricetes	NA	NA	PF03354;PF05065;COG4626	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
