gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NZ_JACANB010000016.1_1	96	680	585	1	0.568	11	None	GENOMAD.115234.CP	4.76e-25	105	0	0	0	1	NA	NA	NA	K07278;COG0729	Outer membrane translocation and assembly module TamA
NZ_JACANB010000016.1_2	677	5401	4725	1	0.600	11	None	GENOMAD.127324.PC	4.235e-133	468	0	0	0	1	NA	NA	NA	PF11843	NA
NZ_JACANB010000016.1_3	5478	6416	939	1	0.573	11	GGA/GAG/AGG	GENOMAD.177520.PC	5.45e-20	94	0	0	0	1	NA	NA	NF000107	PF03881;K18817;COG3001;TIGR00938	Fructosamine kinase
NZ_JACANB010000016.1_4	6880	7272	393	-1	0.565	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_5	7965	8183	219	1	0.575	11	GGA/GAG/AGG	GENOMAD.096843.PC	2.21e-45	157	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_6	8729	9106	378	1	0.317	11	None	GENOMAD.206099.CP	5.985e-20	87	0	0	0	1	NA	NA	NA	PF07366;COG5485;TIGR02096;K10533	SnoaL-like polyketide cyclase
NZ_JACANB010000016.1_7	9190	10266	1077	1	0.377	11	GGA/GAG/AGG	GENOMAD.189578.PC	2.328e-47	177	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_8	10284	11144	861	1	0.369	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_9	11493	12029	537	1	0.354	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000016.1_10	12236	13057	822	1	0.647	11	AGGAG	GENOMAD.127324.PC	1.206e-89	296	0	0	0	1	NA	NA	NA	PF11843	NA
NZ_JACANB010000016.1_11	13274	14488	1215	1	0.584	11	AGGA/GGAG/GAGG	GENOMAD.147656.CP	0.0002035	46	0	0	0	1	NA	NA	NF012174	COG2223;K08153	Nitrate/nitrite transporter NarK
NZ_JACANB010000016.1_12	14516	14821	306	1	0.582	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_1	1	2043	2043	1	0.444	11	None	GENOMAD.220252.VP	0.0002093	47	0	0	0	2561	Caudoviricetes	NA	NA	PF02914;PF09299	Bacteriophage Mu transposase; Mu transposase, C-terminal
NZ_JACANB010000017.1_2	2040	3695	1656	1	0.428	11	GGAG/GAGG	GENOMAD.211952.PC	1e-09	64	0	0	0	1	NA	NA	NA	PF11426	Tn7 transposition regulator TnsC
NZ_JACANB010000017.1_3	3701	5245	1545	1	0.456	11	GGA/GAG/AGG	GENOMAD.183263.CP	0.0001436	47	0	0	0	1	NA	NA	NA	PF15978	Tn7-like transposition protein D
NZ_JACANB010000017.1_4	5555	6811	1257	1	0.435	11	GGA/GAG/AGG	GENOMAD.160448.PC	6.023e-35	142	0	0	0	1	NA	NA	NA	PF18623	TnsE C-terminal domain
NZ_JACANB010000017.1_5	7139	7663	525	1	0.457	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_6	7721	8458	738	1	0.432	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_7	8476	11049	2574	1	0.488	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_8	11063	12295	1233	1	0.466	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_9	12496	12936	441	-1	0.503	11	None	GENOMAD.161929.CP	6.291e-09	56	0	0	0	1	NA	NA	NA	PF13420;COG1670;TIGR04431;K09994	Protein N-acetyltransferase, RimJ/RimL family
NZ_JACANB010000017.1_10	13118	13438	321	1	0.442	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000017.1_11	13514	13687	174	-1	0.425	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_1	3	1058	1056	1	0.473	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_2	1130	2548	1419	-1	0.566	11	GGAG/GAGG	GENOMAD.192192.CP	2.2e-07	56	0	0	0	1	NA	NA	NF000225	PF11039;K00663;TIGR04431;COG1670	aminoglycoside N(6')-acetyltransferase, AacA4 family
NZ_JACANB010000019.1_3	3017	3472	456	-1	0.382	11	None	GENOMAD.179382.PC	0.0001813	43	0	0	0	1	NA	NA	NF000088	PF01636;K17910;TIGR00938;COG3231	homoserine kinase, Neisseria type
NZ_JACANB010000019.1_4	3602	3703	102	1	0.363	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_5	3917	4765	849	1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_6	4793	5050	258	-1	0.422	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_7	5182	6066	885	-1	0.433	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_8	6091	7338	1248	-1	0.417	11	None	GENOMAD.132409.CP	5.014e-09	61	0	0	0	1	NA	NA	NF000051	PF00083;K08217;COG2223;TIGR00900	Sugar (and other) transporter
NZ_JACANB010000019.1_9	7469	7852	384	-1	0.359	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000019.1_10	7908	9383	1476	-1	0.400	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_1	56	646	591	1	0.521	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_2	687	3815	3129	1	0.571	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_3	3812	6247	2436	1	0.532	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_4	6252	6839	588	1	0.548	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000021.1_5	6832	6897	66	-1	0.409	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_1	1232	2062	831	1	0.539	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_2	2155	2493	339	1	0.596	11	AGGAG	GENOMAD.209139.CP	1.417e-21	91	0	0	0	1	NA	NA	NA	PF09098;K20200;COG4654;TIGR03874	Cytochrome c551/c552
NZ_JACANB010000022.1_3	2504	3190	687	1	0.655	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_4	3204	4775	1572	1	0.604	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000022.1_5	4851	5939	1089	1	0.603	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000023.1_1	216	1682	1467	1	0.517	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000023.1_2	1684	4305	2622	1	0.531	11	GGA/GAG/AGG	GENOMAD.151255.PC	0.0	1399	0	0	0	1	NA	NA	NA	PF13009	Putative integrase
NZ_JACANB010000023.1_3	4302	4970	669	1	0.544	11	GGAGG	GENOMAD.153102.PC	1.688e-113	362	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000023.1_4	4963	5259	297	1	0.566	11	GGxGG	GENOMAD.107097.PP	5.05e-26	103	0	0	0	1	NA	NA	NA	PF19776	NA
NZ_JACANB010000024.1_1	35	2170	2136	-1	0.494	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000024.1_2	2205	4055	1851	-1	0.528	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NZ_JACANB010000024.1_3	4070	4984	915	-1	0.423	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
